City,Total_cases,Total_deaths,New_deaths,Active_cases,Total_tests,Date
Arkansas ,7818,136.0, ,2115,138900.0,06-03-2020
Oklahoma ,6805,341.0,2 ,753,204657.0,06-03-2020
Federal Prisons ,6229,71.0, ,2079,,06-03-2020
Navajo Nation ,5533,252.0,4 ,5281,33758.0,06-03-2020
South Dakota ,5162,62.0, ,1016,48662.0,06-03-2020
New Hampshire ,4749,256.0, ,1422,87988.0,06-03-2020
Oregon ,4335,157.0, ,2284,134094.0,06-03-2020
 Puerto Rico ,4023,140.0,2 ,3033,13022.0,06-03-2020
Idaho ,2933,83.0, ,568,48669.0,06-03-2020
North Dakota ,2679,66.0,1 ,444,74502.0,06-03-2020
Maine ,2418,95.0,1 ,624,57864.0,06-03-2020
West Virginia ,2071,78.0, ,620,103768.0,06-03-2020
Vermont ,990,55.0, ,55,37195.0,06-03-2020
Wyoming ,912,17.0, ,203,25843.0,06-03-2020
Hawaii ,653,17.0, ,27,55719.0,06-03-2020
Montana ,525,17.0, ,44,42212.0,06-03-2020
Alaska ,487,10.0, ,106,56203.0,06-03-2020
Guam ,177,5.0, ,29,5803.0,06-03-2020
Grand Princess Ship ,103,3.0, ,100,,06-03-2020
United States Virgin Islands ,70,6.0, ,2,2012.0,06-03-2020
Northern Mariana Islands ,23,2.0, ,5,6557.0,06-03-2020
New York ,382837,30164.0, ,284267,2229473.0,06-04-2020
New Jersey ,163774,11906.0, ,131668,837420.0,06-04-2020
Illinois ,123830,5621.0, ,53568,959175.0,06-04-2020
California ,120260,4421.0, ,90345,2131294.0,06-04-2020
Massachusetts ,101592,7152.0, ,16332,661547.0,06-04-2020
Pennsylvania ,78232,5838.0,70 ,21374,508989.0,06-04-2020
Texas ,69508,1771.0,3 ,21878,1150868.0,06-04-2020
Florida ,60183,2610.0,43 ,47400,1107952.0,06-04-2020
Michigan ,58035,5570.0, ,14366,593549.0,06-04-2020
Maryland ,55858,2668.0,27 ,49220,392240.0,06-04-2020
Georgia ,48894,2123.0, ,45913,574400.0,06-04-2020
Virginia ,47856,1445.0,17 ,40127,394066.0,06-04-2020
Connecticut ,43091,3989.0, ,31413,276436.0,06-04-2020
Louisiana ,41562,2883.0,8 ,6951,402087.0,06-04-2020
Ohio ,36838,2309.0, ,27399,426105.0,06-04-2020
Indiana ,36096,2231.0,24 ,10683,285234.0,06-04-2020
North Carolina ,32074,1006.0,7 ,12208,468302.0,06-04-2020
Colorado ,27060,1494.0, ,23387,194697.0,06-04-2020
Minnesota ,26273,1126.0,29 ,3657,275622.0,06-04-2020
Tennessee ,24822,388.0, ,8518,470779.0,06-04-2020
Washington ,23554,1141.0, ,15300,377327.0,06-04-2020
Arizona ,22753,996.0,15 ,21687,350902.0,06-04-2020
Iowa ,20706,580.0,6 ,7893,174127.0,06-04-2020
Wisconsin ,19400,616.0, ,6612,299111.0,06-04-2020
Alabama ,19072,653.0, ,9064,234993.0,06-04-2020
Mississippi ,16560,794.0,12 ,4563,192362.0,06-04-2020
Rhode Island ,15325,756.0,14 ,13267,165923.0,06-04-2020
Veteran Affairs ,14965,1293.0,7 ,1702,200269.0,06-04-2020
Nebraska ,14866,189.0, ,14085,112409.0,06-04-2020
Missouri ,14225,804.0, ,10103,236805.0,06-04-2020
South Carolina ,12651,518.0, ,5157,230687.0,06-04-2020
Utah ,10497,117.0, ,3879,223981.0,06-04-2020
Kentucky ,10410,450.0, ,6677,258767.0,06-04-2020
US Military ,10285,36.0, ,4446,,06-04-2020
Kansas ,10212,227.0,1 ,5433,108053.0,06-04-2020
Delaware ,9746,386.0,11 ,3918,64920.0,06-04-2020
District Of Columbia ,9120,475.0,2 ,7508,49562.0,06-04-2020
Nevada ,9090,429.0, ,1961,185648.0,06-04-2020
New Mexico ,8140,375.0, ,4752,212996.0,06-04-2020
Arkansas ,8067,142.0, ,2208,142480.0,06-04-2020
Oklahoma ,6907,344.0,3 ,782,208052.0,06-04-2020
Federal Prisons ,6344,73.0, ,2132,,06-04-2020
Navajo Nation ,5661,259.0,7 ,5402,34351.0,06-04-2020
South Dakota ,5162,62.0, ,1016,48662.0,06-04-2020
New Hampshire ,4795,265.0, ,1373,88579.0,06-04-2020
Puerto Rico ,4508,140.0, ,3518,13022.0,06-04-2020
Oregon ,4399,159.0, ,2346,136668.0,06-04-2020
Idaho ,2990,83.0, ,596,49524.0,06-04-2020
North Dakota ,2706,66.0, ,431,75744.0,06-04-2020
Maine ,2446,95.0, ,612,61432.0,06-04-2020
West Virginia ,2092,78.0, ,616,106049.0,06-04-2020
Vermont ,1026,55.0, ,90,37834.0,06-04-2020
Wyoming ,915,17.0, ,184,26628.0,06-04-2020
Hawaii ,653,17.0, ,24,55719.0,06-04-2020
Montana ,539,17.0, ,55,44642.0,06-04-2020
Alaska ,505,10.0, ,124,58182.0,06-04-2020
Guam ,179,5.0, ,31,6590.0,06-04-2020
Grand Princess Ship ,103,3.0, ,100,,06-04-2020
United States Virgin Islands ,71,6.0, ,3,2048.0,06-04-2020
Northern Mariana Islands ,26,2.0, ,8,6557.0,06-04-2020
New York ,383899,30281.0, ,284780,2293730.0,06-05-2020
New Jersey ,164519,12049.0,43 ,130507,857729.0,06-05-2020
Illinois ,124759,5736.0, ,53059,982016.0,06-05-2020
California ,123065,4484.0, ,88888,2182671.0,06-05-2020
Massachusetts ,102063,7201.0, ,16754,669684.0,06-05-2020
Pennsylvania ,78772,5926.0,43 ,21826,515521.0,06-05-2020
Texas ,71206,1800.0, ,22549,1174948.0,06-05-2020
Florida ,61488,2660.0,50 ,48655,1135865.0,06-05-2020
Michigan ,58241,5595.0, ,14547,608983.0,06-05-2020
Maryland ,56770,2702.0,34 ,50083,392240.0,06-05-2020
Georgia ,49847,2147.0, ,46842,590957.0,06-05-2020
Virginia ,48532,1453.0,8 ,40795,405858.0,06-05-2020
Connecticut ,43239,4007.0, ,31543,281525.0,06-05-2020
Louisiana ,41989,2912.0,29 ,7349,411186.0,06-05-2020
Ohio ,37426,2342.0, ,27954,437251.0,06-05-2020
Indiana ,36578,2258.0,27 ,10613,291638.0,06-05-2020
North Carolina ,33255,1008.0,2 ,13387,482147.0,06-05-2020
Colorado ,27360,1512.0, ,23621,200912.0,06-05-2020
Minnesota ,26980,1159.0,33 ,3957,322340.0,06-05-2020
Tennessee ,25120,401.0, ,8076,476138.0,06-05-2020
Arizona ,24332,1012.0,16 ,23250,370255.0,06-05-2020
Washington ,23847,1149.0, ,15366,383587.0,06-05-2020
Iowa ,21096,591.0,8 ,8069,179078.0,06-05-2020
Wisconsin ,19892,626.0, ,6286,311259.0,06-05-2020
Alabama ,19387,676.0,23 ,7316,239159.0,06-05-2020
Mississippi ,16560,794.0, ,4563,192362.0,06-05-2020
Rhode Island ,15441,772.0,16 ,13343,170739.0,06-05-2020
Veteran Affairs ,15265,1326.0,30 ,1550,204500.0,06-05-2020
Nebraska ,15117,189.0, ,7330,114974.0,06-05-2020
Missouri ,14522,810.0, ,10315,245247.0,06-05-2020
South Carolina ,13005,525.0, ,5504,238808.0,06-05-2020
Utah ,10813,117.0, ,4068,227507.0,06-05-2020
Kentucky ,10705,458.0, ,6944,262714.0,06-05-2020
Kansas ,10393,232.0,5 ,5409,113653.0,06-05-2020
US Military ,10285,36.0, ,4446,,06-05-2020
Delaware ,9773,388.0,2 ,3823,65909.0,06-05-2020
Nevada ,9266,433.0,4 ,2015,191125.0,06-05-2020
District Of Columbia ,9199,475.0, ,7586,51096.0,06-05-2020
Arkansas ,8425,151.0, ,2355,147385.0,06-05-2020
New Mexico ,8353,383.0, ,4855,217757.0,06-05-2020
Oklahoma ,6907,344.0, ,782,211722.0,06-05-2020
Federal Prisons ,6380,76.0, ,2164,,06-05-2020
Navajo Nation ,5730,264.0,5 ,5466,34351.0,06-05-2020
South Dakota ,5277,65.0,1 ,1128,52622.0,06-05-2020
New Hampshire ,4876,273.0, ,1416,92709.0,06-05-2020
Puerto Rico ,4620,141.0,1 ,3629,13022.0,06-05-2020
Oregon ,4474,159.0, ,2421,139312.0,06-05-2020
Idaho ,3054,83.0, ,609,53333.0,06-05-2020
North Dakota ,2745,71.0,5 ,465,76856.0,06-05-2020
Maine ,2482,98.0,3 ,587,61432.0,06-05-2020
West Virginia ,2113,82.0,3 ,607,108002.0,06-05-2020
Vermont ,1027,55.0, ,90,39117.0,06-05-2020
Wyoming ,921,17.0, ,169,26989.0,06-05-2020
Hawaii ,655,17.0, ,27,57942.0,06-05-2020
Montana ,541,18.0,1 ,53,45888.0,06-05-2020
Alaska ,513,10.0, ,127,60097.0,06-05-2020
Guam ,179,5.0, ,12,6590.0,06-05-2020
Grand Princess Ship ,103,3.0, ,100,,06-05-2020
United States Virgin Islands ,71,6.0, ,3,2048.0,06-05-2020
Northern Mariana Islands ,26,2.0, ,8,6695.0,06-05-2020
New York ,397632,30392.0,20 ,282832,2437407.0,06-06-2020
New Jersey ,165162,12082.0, ,129528,918891.0,06-06-2020
California ,126408,4558.0, ,89858,2238478.0,06-06-2020
Illinois ,125915,5795.0, ,53478,1000919.0,06-06-2020
Massachusetts ,102557,7235.0, ,17214,680564.0,06-06-2020
Pennsylvania ,79392,5995.0,26 ,21327,528519.0,06-06-2020
Texas ,73393,1828.0, ,23700,1209187.0,06-06-2020
Michigan ,63539,5855.0, ,19585,740912.0,06-06-2020
Florida ,62758,2691.0,31 ,49894,1175106.0,06-06-2020
Maryland ,57482,2740.0,38 ,50583,417904.0,06-06-2020
Georgia ,50621,2174.0, ,47589,605082.0,06-06-2020
Virginia ,49397,1460.0,7 ,41545,414383.0,06-06-2020
Connecticut ,43460,4038.0, ,31733,287387.0,06-06-2020
Louisiana ,42486,2925.0,7 ,7833,420786.0,06-06-2020
Ohio ,37809,2363.0, ,28316,446195.0,06-06-2020
Indiana ,36997,2292.0,34 ,10388,297530.0,06-06-2020
North Carolina ,34717,1028.0,13 ,14829,497350.0,06-06-2020
Colorado ,27615,1524.0, ,23828,205761.0,06-06-2020
Minnesota ,27501,1181.0,22 ,4067,333484.0,06-06-2020
Tennessee ,25520,408.0, ,8187,482172.0,06-06-2020
Arizona ,25451,1042.0,30 ,24235,380912.0,06-06-2020
Washington ,24258,1160.0, ,15713,390863.0,06-06-2020
Iowa ,21438,598.0,5 ,8163,184554.0,06-06-2020
Wisconsin ,20249,633.0, ,6279,323581.0,06-06-2020
Alabama ,20043,689.0,13 ,7959,245310.0,06-06-2020
Mississippi ,16769,803.0, ,4763,201670.0,06-06-2020
Veteran Affairs ,15626,1340.0,3 ,1594,208335.0,06-06-2020
Rhode Island ,15441,772.0, ,13333,170739.0,06-06-2020
Nebraska ,15379,189.0, ,7233,117700.0,06-06-2020
Missouri ,14809,820.0,3 ,10582,252109.0,06-06-2020
South Carolina ,13453,538.0, ,5568,238808.0,06-06-2020
Utah ,11252,120.0, ,4344,232197.0,06-06-2020
Kentucky ,10977,466.0, ,7195,274919.0,06-06-2020
Kansas ,10467,234.0,2 ,5461,113653.0,06-06-2020
US Military ,10462,36.0, ,4530,,06-06-2020
Delaware ,9845,390.0,2 ,3824,66729.0,06-06-2020
Nevada ,9460,437.0,4 ,2205,196976.0,06-06-2020
District Of Columbia ,9269,483.0,4 ,7648,51861.0,06-06-2020
New Mexico ,8672,387.0, ,5079,224640.0,06-06-2020
Arkansas ,8651,152.0, ,2422,150975.0,06-06-2020
Oklahoma ,7059,347.0,2 ,765,216471.0,06-06-2020
Federal Prisons ,6477,78.0, ,2162,,06-06-2020
Navajo Nation ,5730,264.0, ,5466,34957.0,06-06-2020
South Dakota ,5367,65.0, ,1123,53363.0,06-06-2020
New Hampshire ,4953,278.0, ,1428,95463.0,06-06-2020
Puerto Rico ,4915,142.0,1 ,3923,13022.0,06-06-2020
Oregon ,4570,161.0, ,2515,143246.0,06-06-2020
Idaho ,3111,83.0, ,620,54949.0,06-06-2020
North Dakota ,2816,72.0,1 ,476,78880.0,06-06-2020
Maine ,2524,98.0, ,581,61432.0,06-06-2020
West Virginia ,2131,84.0, ,602,108518.0,06-06-2020
Vermont ,1046,55.0, ,103,40083.0,06-06-2020
Wyoming ,939,17.0, ,167,27702.0,06-06-2020
Hawaii ,664,17.0, ,33,60985.0,06-06-2020
Montana ,541,18.0, ,51,46754.0,06-06-2020
Alaska ,524,10.0, ,134,60990.0,06-06-2020
Guam ,179,5.0, ,12,7221.0,06-06-2020
Grand Princess Ship ,103,3.0, ,100,,06-06-2020
United States Virgin Islands ,71,6.0, ,3,2059.0,06-06-2020
Northern Mariana Islands ,26,2.0, ,8,6695.0,06-06-2020
New York ,397810,30401.0, ,283001,2437407.0,06-07-2020
New Jersey ,165675,12146.0, ,128278,919448.0,06-07-2020
California ,128947,4624.0, ,91924,2309256.0,06-07-2020
Illinois ,126890,5864.0, ,53590,1022074.0,06-07-2020
Massachusetts ,103132,7289.0, ,17735,691383.0,06-07-2020
Pennsylvania ,79555,6011.0,10 ,20984,528519.0,06-07-2020
Texas ,74828,1847.0, ,24086,1218955.0,06-07-2020
Michigan ,63983,5891.0, ,16051,826568.0,06-07-2020
Florida ,63938,2700.0,9 ,50185,1217105.0,06-07-2020
Maryland ,57973,2749.0,9 ,51049,427155.0,06-07-2020
Georgia ,51359,2178.0, ,48323,622751.0,06-07-2020
Virginia ,50681,1472.0,12 ,42671,424316.0,06-07-2020
Connecticut ,43818,4055.0, ,32074,295549.0,06-07-2020
Louisiana ,42816,2936.0,5 ,8152,434065.0,06-07-2020
Ohio ,38148,2378.0, ,28066,458526.0,06-07-2020
Indiana ,37397,2303.0,11 ,10365,304263.0,06-07-2020
North Carolina ,35624,1032.0,4 ,15732,511226.0,06-07-2020
Minnesota ,27886,1197.0,16 ,3697,344203.0,06-07-2020
Colorado ,27848,1527.0, ,24002,210485.0,06-07-2020
Arizona ,26889,1044.0,2 ,25671,393246.0,06-07-2020
Tennessee ,26071,417.0, ,8530,491421.0,06-07-2020
Washington ,24481,1162.0, ,15733,400588.0,06-07-2020
Iowa ,21611,602.0,3 ,8242,187356.0,06-07-2020
Wisconsin ,20571,645.0, ,6156,335373.0,06-07-2020
Alabama ,20500,692.0,3 ,8413,259232.0,06-07-2020
Mississippi ,17270,817.0,6 ,5250,207751.0,06-07-2020
Veteran Affairs ,15688,1342.0,2 ,1614,208335.0,06-07-2020
Nebraska ,15543,189.0, ,7099,119926.0,06-07-2020
Rhode Island  ,15441,772.0, ,13333,170739.0,06-07-2020
Missouri ,14942,826.0, ,10667,258287.0,06-07-2020
South Carolina ,13916,545.0, ,6024,241088.0,06-07-2020
Utah ,11798,121.0, ,4889,235149.0,06-07-2020
Kentucky ,11287,470.0, ,7473,281559.0,06-07-2020
Kansas ,10467,234.0, ,5461,113653.0,06-07-2020
US Military ,10462,36.0, ,4530,,06-07-2020
Delaware ,9942,398.0,8 ,3848,67635.0,06-07-2020
Nevada ,9649,438.0,1 ,2146,201608.0,06-07-2020
District Of Columbia ,9332,489.0,6 ,7705,53678.0,06-07-2020
Arkansas ,9101,154.0, ,2870,156757.0,06-07-2020
New Mexico ,8800,392.0, ,5122,229147.0,06-07-2020
Oklahoma ,7150,348.0,1 ,821,221601.0,06-07-2020
Federal Prisons ,6539,79.0, ,2140,,06-07-2020
Navajo Nation ,5808,269.0, ,5539,36164.0,06-07-2020
South Dakota ,5438,65.0, ,1194,55458.0,06-07-2020
New Hampshire ,5019,283.0, ,1417,97613.0,06-07-2020
Puerto Rico ,4985,142.0, ,3993,13022.0,06-07-2020
Oregon ,4662,163.0, ,2605,146159.0,06-07-2020
Idaho ,3139,83.0, ,595,55742.0,06-07-2020
North Dakota ,2861,72.0, ,482,79933.0,06-07-2020
Maine ,2570,99.0,1 ,607,61432.0,06-07-2020
West Virginia ,2138,84.0, ,605,111639.0,06-07-2020
Vermont ,1063,55.0, ,120,40083.0,06-07-2020
Wyoming ,947,17.0, ,175,28508.0,06-07-2020
Hawaii ,673,17.0, ,40,62005.0,06-07-2020
Montana ,545,18.0, ,55,47378.0,06-07-2020
Alaska ,536,10.0, ,146,63901.0,06-07-2020
Guam ,179,5.0, ,12,7221.0,06-07-2020
Grand Princess Ship ,103,3.0, ,100,,06-07-2020
United States Virgin Islands ,71,6.0, ,3,2059.0,06-07-2020
Northern Mariana Islands ,27,2.0, ,6,6695.0,06-07-2020
New York ,398828,30442.0, ,283695,2497842.0,06-08-2020
New Jersey ,166006,12216.0, ,127511,960425.0,06-08-2020
California ,131710,4653.0, ,94427,2362218.0,06-08-2020
Illinois ,127757,5904.0, ,53957,1042774.0,06-08-2020
Massachusetts ,103436,7316.0, ,18012,699762.0,06-08-2020
Pennsylvania ,80004,6010.0, ,20324,528519.0,06-08-2020
Texas ,76003,1853.0, ,24392,1255899.0,06-08-2020
Florida ,64904,2715.0,12 ,49655,1235513.0,06-08-2020
Michigan ,64413,5895.0, ,16477,839590.0,06-08-2020
Maryland ,58404,2776.0,27 ,51388,435363.0,06-08-2020
Georgia ,51898,2180.0, ,48860,637499.0,06-08-2020
Virginia ,51251,1477.0,5 ,43236,428182.0,06-08-2020
Connecticut ,43968,4071.0, ,32208,302354.0,06-08-2020
Louisiana ,43050,2944.0,3 ,8378,434065.0,06-08-2020
Ohio ,38507,2385.0, ,28418,469024.0,06-08-2020
Indiana ,37623,2316.0,13 ,10169,309503.0,06-08-2020
North Carolina ,36484,1041.0,9 ,16583,520113.0,06-08-2020
Minnesota ,28224,1208.0,11 ,3359,354226.0,06-08-2020
Colorado ,28001,1527.0, ,24155,214940.0,06-08-2020
Arizona ,27678,1047.0,3 ,26457,402660.0,06-08-2020
Tennessee ,26381,418.0, ,8741,498768.0,06-08-2020
Washington ,24733,1162.0, ,15862,405056.0,06-08-2020
Iowa ,21919,609.0,5 ,8435,192950.0,06-08-2020
Alabama ,20925,718.0,26 ,8812,259566.0,06-08-2020
Wisconsin ,20835,647.0, ,6141,346702.0,06-08-2020
Mississippi ,17768,837.0,20 ,5728,217229.0,06-08-2020
Veteran Affairs ,15752,1343.0,1 ,1678,208335.0,06-08-2020
Rhode Island ,15642,799.0,27 ,13507,179169.0,06-08-2020
Nebraska ,15634,189.0, ,6990,121569.0,06-08-2020
Missouri ,15065,826.0, ,10790,266273.0,06-08-2020
South Carolina ,14286,546.0, ,6393,246331.0,06-08-2020
Utah ,12066,121.0, ,4837,237951.0,06-08-2020
Kentucky ,11287,470.0, ,7473,281559.0,06-08-2020
Kansas ,10476,235.0, ,5025,113653.0,06-08-2020
US Military ,10462,36.0, ,4530,,06-08-2020
Delaware ,9972,398.0, ,3782,68997.0,06-08-2020
Nevada ,9786,442.0,4 ,2172,206514.0,06-08-2020
Arkansas ,9426,154.0, ,2848,160273.0,06-08-2020
District Of Columbia ,9389,491.0,2 ,7755,55766.0,06-08-2020
New Mexico ,8940,396.0, ,5237,234375.0,06-08-2020
Oklahoma ,7205,348.0, ,843,221748.0,06-08-2020
Federal Prisons ,6650,79.0, ,2183,,06-08-2020
Navajo Nation ,6020,277.0,8 ,4813,36164.0,06-08-2020
South Dakota ,5471,65.0, ,1071,57819.0,06-08-2020
Puerto Rico ,5046,142.0, ,4054,13022.0,06-08-2020
New Hampshire ,5043,286.0, ,1365,99472.0,06-08-2020
Oregon ,4808,164.0, ,2407,148400.0,06-08-2020
Idaho ,3139,83.0, ,595,56041.0,06-08-2020
North Dakota ,2880,72.0, ,501,79933.0,06-08-2020
Maine ,2588,99.0, ,598,61432.0,06-08-2020
West Virginia ,2144,84.0, ,609,111807.0,06-08-2020
Vermont ,1075,55.0, ,130,41218.0,06-08-2020
Wyoming ,947,17.0, ,173,28751.0,06-08-2020
Hawaii ,675,17.0, ,41,63259.0,06-08-2020
Montana ,548,18.0, ,55,51592.0,06-08-2020
Alaska ,544,10.0, ,152,64904.0,06-08-2020
Guam ,179,5.0, ,12,7221.0,06-08-2020
Grand Princess Ship ,103,3.0, ,100,,06-08-2020
United States Virgin Islands ,71,6.0, ,3,2201.0,06-08-2020
Northern Mariana Islands ,28,2.0, ,7,7241.0,06-08-2020
New York ,400499,30579.0,63 ,284938,2605869.0,06-09-2020
New Jersey ,167101,12347.0,55 ,127488,975089.0,06-09-2020
California ,134097,4697.0,21 ,95480,2431324.0,06-09-2020
Illinois ,128415,5924.0, ,54365,1059597.0,06-09-2020
Massachusetts ,103626,7353.0, ,18165,704802.0,06-09-2020
Pennsylvania ,80847,6069.0,50 ,20206,551853.0,06-09-2020
Texas ,77249,1868.0, ,24942,1286139.0,06-09-2020
Florida ,66000,2769.0,54 ,50697,1259283.0,06-09-2020
Michigan ,64701,5912.0, ,16748,851587.0,06-09-2020
Maryland ,58904,2811.0,35 ,51853,443478.0,06-09-2020
Georgia ,52497,2208.0, ,49431,649384.0,06-09-2020
Virginia ,51738,1496.0,19 ,43685,435575.0,06-09-2020
Connecticut ,44092,4084.0, ,32319,308071.0,06-09-2020
Louisiana ,43612,2962.0,13 ,6746,453668.0,06-09-2020
Ohio ,38863,2412.0, ,28747,476818.0,06-09-2020
Indiana ,38033,2339.0,23 ,10086,315390.0,06-09-2020
North Carolina  ,37160,1068.0,27 ,17232,535711.0,06-09-2020
Minnesota ,28523,1228.0,20 ,3074,360991.0,06-09-2020
Arizona ,28296,1070.0,23 ,27052,409174.0,06-09-2020
Colorado ,28183,1543.0, ,24269,219331.0,06-09-2020
Tennessee ,26944,421.0, ,9301,512763.0,06-09-2020
Washington ,25117,1170.0, ,16073,410290.0,06-09-2020
Iowa ,22182,623.0,6 ,8231,197324.0,06-09-2020
Alabama ,21422,729.0,11 ,9298,267388.0,06-09-2020
Wisconsin ,21038,646.0, ,6150,354291.0,06-09-2020
Mississippi ,17768,837.0, ,3575,217229.0,06-09-2020
Veteran Affairs ,16103,1393.0,45 ,1817,215819.0,06-09-2020
Nebraska ,15752,188.0, ,6927,122850.0,06-09-2020
Rhode Island ,15691,808.0,9 ,13547,180887.0,06-09-2020
Missouri ,15223,832.0, ,10897,271257.0,06-09-2020
South Carolina ,14800,557.0, ,6896,246331.0,06-09-2020
Utah ,12322,124.0, ,4943,242899.0,06-09-2020
Kentucky ,11491,474.0,2 ,7658,285358.0,06-09-2020
US Military ,10822,36.0, ,4890,,06-09-2020
Kansas ,10688,236.0, ,5236,119509.0,06-09-2020
Nevada ,10030,444.0,2 ,2414,206514.0,06-09-2020
Delaware ,10020,410.0,12 ,3818,69947.0,06-09-2020
Arkansas ,9740,155.0, ,2955,165441.0,06-09-2020
District Of Columbia ,9474,495.0,4 ,7836,55766.0,06-09-2020
New Mexico ,9062,400.0, ,5282,238801.0,06-09-2020
 Oklahoma ,7363,353.0,5 ,996,221748.0,06-09-2020
Federal Prisons ,6741,79.0, ,2253,,06-09-2020
Navajo Nation ,6110,277.0, ,4903,36164.0,06-09-2020
South Dakota ,5523,68.0,3 ,1120,57819.0,06-09-2020
Puerto Rico ,5185,142.0, ,4193,13022.0,06-09-2020
New Hampshire ,5079,286.0, ,1401,101043.0,06-09-2020
Oregon ,4922,164.0, ,2521,149879.0,06-09-2020
Idaho ,3189,83.0, ,597,57376.0,06-09-2020
North Dakota ,2901,72.0, ,379,80666.0,06-09-2020
Maine ,2606,100.0,1 ,514,61645.0,06-09-2020
West Virginia ,2169,84.0, ,613,114264.0,06-09-2020
Vermont ,1084,55.0, ,139,42798.0,06-09-2020
Wyoming ,960,17.0, ,186,29974.0,06-09-2020
Hawaii ,676,17.0, ,41,63259.0,06-09-2020
Alaska ,563,10.0, ,169,65912.0,06-09-2020
Montana ,554,18.0, ,51,53184.0,06-09-2020
Guam  ,180,5.0, ,13,7221.0,06-09-2020
Grand Princess Ship ,103,3.0, ,100,,06-09-2020
United States Virgin Islands ,71,6.0, ,2,2212.0,06-09-2020
Northern Mariana Islands ,30,2.0, ,9,7241.0,06-09-2020
New York ,400660,30603.0, ,285075,2606046.0,06-10-2020
New Jersey ,167192,12369.0, ,126663,989497.0,06-10-2020
California ,137144,4772.0, ,97201,2486254.0,06-10-2020
Illinois ,129212,6018.0, ,53987,1079906.0,06-10-2020
Massachusetts ,103889,7408.0, ,18373,710202.0,06-10-2020
Pennsylvania ,80961,6086.0, ,20303,554372.0,06-10-2020
Texas ,78997,1892.0, ,25965,1302049.0,06-10-2020
Florida ,67371,2801.0,32 ,52036,1280003.0,06-10-2020
Michigan ,64998,5943.0, ,17014,869054.0,06-10-2020
Maryland ,59465,2844.0,33 ,52311,451967.0,06-10-2020
Georgia ,53249,2285.0, ,50106,657068.0,06-10-2020
Virginia ,52177,1514.0,18 ,43986,443486.0,06-10-2020
Connecticut ,44179,4097.0, ,32393,312651.0,06-10-2020
Louisiana ,44030,2968.0,6 ,7158,453668.0,06-10-2020
Ohio ,39192,2429.0, ,29059,490390.0,06-10-2020
Indiana ,38337,2355.0,16 ,9777,320094.0,06-10-2020
North Carolina ,38171,1089.0,21 ,13429,553650.0,06-10-2020
Arizona ,29852,1095.0,25 ,28583,416944.0,06-10-2020
Minnesota ,28869,1267.0,39 ,2927,369795.0,06-10-2020
Colorado ,28347,1553.0, ,24390,223534.0,06-10-2020
Tennessee ,27575,435.0, ,9127,521197.0,06-10-2020
Washington ,25324,1181.0, ,16177,415054.0,06-10-2020
Iowa ,22520,629.0,3 ,8325,202605.0,06-10-2020
Alabama ,21989,744.0,15 ,9850,272694.0,06-10-2020
Wisconsin ,21308,661.0, ,6064,368518.0,06-10-2020
Mississippi ,18483,868.0,21 ,4259,217229.0,06-10-2020
Veteran Affairs ,16347,1408.0,8 ,1920,221298.0,06-10-2020
Nebraska ,15883,191.0, ,6872,125329.0,06-10-2020
Rhode Island  ,15756,812.0,4 ,13546,183622.0,06-10-2020
Missouri ,15450,855.0, ,11096,275831.0,06-10-2020
South Carolina ,15228,568.0, ,6732,256710.0,06-10-2020
Utah  ,12559,127.0, ,5041,246860.0,06-10-2020
Kentucky ,11708,477.0, ,7866,287597.0,06-10-2020
US Military ,10822,36.0, ,4890,,06-10-2020
Kansas ,10747,238.0, ,4931,119509.0,06-10-2020
Nevada ,10164,448.0,4 ,2343,215087.0,06-10-2020
Arkansas ,10080,161.0, ,3044,170520.0,06-10-2020
Delaware ,10056,413.0,3 ,3704,71745.0,06-10-2020
District Of Columbia ,9537,499.0,4 ,7895,57152.0,06-10-2020
New Mexico ,9105,404.0, ,5002,241657.0,06-10-2020
Oklahoma ,7480,355.0,2 ,959,239005.0,06-10-2020
Federal Prisons ,6822,79.0, ,2315,,06-10-2020
Navajo Nation ,6150,285.0,8 ,4935,38258.0,06-10-2020
South Dakota ,5604,69.0,1 ,1052,59159.0,06-10-2020
Puerto Rico ,5329,143.0,1 ,4336,13022.0,06-10-2020
New Hampshire ,5132,294.0, ,1337,102879.0,06-10-2020
Oregon ,4988,169.0, ,2487,153470.0,06-10-2020
Idaho ,3220,85.0, ,581,58746.0,06-10-2020
North Dakota  ,2941,73.0,1 ,418,81660.0,06-10-2020
Maine ,2637,100.0, ,545,62420.0,06-10-2020
West Virginia ,2188,85.0,1 ,621,117916.0,06-10-2020
Vermont ,1095,55.0, ,150,45742.0,06-10-2020
Wyoming ,970,17.0, ,164,30126.0,06-10-2020
Hawaii ,682,17.0, ,44,64501.0,06-10-2020
Alaska ,573,11.0, ,173,66890.0,06-10-2020
Montana ,561,18.0, ,56,54616.0,06-10-2020
Guam ,180,5.0, ,13,7221.0,06-10-2020
Grand Princess Ship ,103,3.0, ,100,,06-10-2020
United States Virgin Islands ,71,6.0, ,2,2212.0,06-10-2020
Northern Mariana Islands ,30,2.0, ,9,7241.0,06-10-2020
New York ,401983,30724.0,44 ,285875,2729005.0,06-11-2020
New Jersey ,167986,12522.0,55 ,125375,1030793.0,06-11-2020
California ,139931,4870.0, ,97993,2540798.0,06-11-2020
Illinois ,129837,6095.0, ,53650,1100726.0,06-11-2020
